state,district,crop,season,area_ha,temperature_c,rainfall_mm,yield_tons_per_ha
Maharashtra,NANDURBAR,Maize,Kharif,24600.0,31.0,828.4,1.232
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,20000.0,31.0,828.4,0.845
Maharashtra,NANDURBAR,Maize,Rabi,500.0,19.5,51.2,1.8
Maharashtra,NANDURBAR,Wheat,Rabi,14200.0,19.5,51.2,2.225
Maharashtra,NANDURBAR,Maize,Summer,400.0,34.0,11.1,1.25
Maharashtra,NANDURBAR,Cotton,Kharif,461.0,31.0,828.4,2.334
Maharashtra,NANDURBAR,Maize,Kharif,298.0,31.0,828.4,2.339
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,210.0,31.0,828.4,1.486
Maharashtra,NANDURBAR,Maize,Rabi,5.0,19.5,51.2,2.6
Maharashtra,NANDURBAR,Wheat,Rabi,148.0,19.5,51.2,2.568
Maharashtra,NANDURBAR,Maize,Summer,5.0,34.0,11.1,1.4
Maharashtra,NANDURBAR,Sugarcane,Whole Year,243.0,28.0,890.7,73.835
Maharashtra,NANDURBAR,Cotton,Kharif,56900.0,31.0,828.4,1.891
Maharashtra,NANDURBAR,Maize,Kharif,26100.0,31.0,828.4,1.996
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,20400.0,31.0,828.4,1.074
Maharashtra,NANDURBAR,Sugarcane,Kharif,11000.0,31.0,828.4,73.718
Maharashtra,NANDURBAR,Maize,Rabi,6.0,19.5,51.2,2.833
Maharashtra,NANDURBAR,Wheat,Rabi,9400.0,19.5,51.2,2.117
Maharashtra,NANDURBAR,Sugarcane,Whole Year,11000.0,28.0,890.7,73.718
Maharashtra,NANDURBAR,Cotton,Kharif,54500.0,31.0,828.4,1.972
Maharashtra,NANDURBAR,Maize,Kharif,27400.0,31.0,828.4,2.226
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,18700.0,31.0,828.4,0.69
Maharashtra,NANDURBAR,Sugarcane,Kharif,9700.0,31.0,828.4,69.629
Maharashtra,NANDURBAR,Maize,Rabi,800.0,19.5,51.2,3.0
Maharashtra,NANDURBAR,Wheat,Rabi,21100.0,19.5,51.2,2.355
Maharashtra,NANDURBAR,Cotton,Kharif,56000.0,31.0,828.4,2.082
Maharashtra,NANDURBAR,Maize,Kharif,28400.0,31.0,828.4,2.535
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,23400.0,31.0,828.4,1.056
Maharashtra,NANDURBAR,Sugarcane,Kharif,10200.0,31.0,828.4,72.402
Maharashtra,NANDURBAR,Maize,Rabi,1000.0,19.5,51.2,2.9
Maharashtra,NANDURBAR,Wheat,Rabi,22700.0,19.5,51.2,2.392
Maharashtra,NANDURBAR,Cotton,Kharif,57200.0,31.0,828.4,1.421
Maharashtra,NANDURBAR,Maize,Kharif,29200.0,31.0,828.4,3.017
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,19400.0,31.0,828.4,1.634
Maharashtra,NANDURBAR,Maize,Rabi,1300.0,19.5,51.2,2.846
Maharashtra,NANDURBAR,Wheat,Rabi,18000.0,19.5,51.2,2.672
Maharashtra,NANDURBAR,Maize,Summer,1400.0,34.0,11.1,1.286
Maharashtra,NANDURBAR,Sugarcane,Whole Year,8300.0,28.0,890.7,93.819
Maharashtra,NANDURBAR,Cotton,Kharif,79200.0,31.0,828.4,1.218
Maharashtra,NANDURBAR,Maize,Kharif,32000.0,31.0,828.4,2.647
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,19500.0,31.0,828.4,1.456
Maharashtra,NANDURBAR,Maize,Rabi,1600.0,19.5,51.2,2.75
Maharashtra,NANDURBAR,Wheat,Rabi,24000.0,19.5,51.2,2.121
Maharashtra,NANDURBAR,Sugarcane,Whole Year,10800.0,28.0,890.7,73.519
Maharashtra,NANDURBAR,Cotton,Kharif,102200.0,31.0,828.4,1.466
Maharashtra,NANDURBAR,Maize,Kharif,27800.0,31.0,828.4,1.669
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,22500.0,31.0,828.4,0.902
Maharashtra,NANDURBAR,Maize,Rabi,2700.0,19.5,51.2,2.259
Maharashtra,NANDURBAR,Wheat,Rabi,21500.0,19.5,51.2,2.13
Maharashtra,NANDURBAR,Maize,Summer,700.0,34.0,11.1,1.286
Maharashtra,NANDURBAR,Sugarcane,Whole Year,10800.0,28.0,890.7,77.093
Maharashtra,NANDURBAR,Cotton,Kharif,118600.0,31.0,828.4,0.853
Maharashtra,NANDURBAR,Maize,Kharif,28900.0,31.0,828.4,1.567
Maharashtra,NANDURBAR,Rice (Paddy),Kharif,18200.0,31.0,828.4,0.495
Maharashtra,NANDURBAR,Maize,Rabi,2500.0,19.5,51.2,3.76
Maharashtra,NANDURBAR,Wheat,Rabi,21900.0,19.5,51.2,1.785
Maharashtra,NANDURBAR,Maize,Summer,2400.0,34.0,11.1,1.333
Maharashtra,NANDURBAR,Sugarcane,Whole Year,8000.0,28.0,890.7,79.225
Maharashtra,NASHIK,Maize,Kharif,15700.0,31.0,912.2,1.752
Maharashtra,NASHIK,Rice (Paddy),Kharif,44600.0,31.0,912.2,1.336
Maharashtra,NASHIK,Maize,Rabi,1300.0,19.5,96.6,1.538
Maharashtra,NASHIK,Wheat,Rabi,73600.0,19.5,96.6,1.292
Maharashtra,NASHIK,Maize,Summer,100.0,34.0,20.8,1.0
Maharashtra,NASHIK,Cotton,Kharif,4200.0,31.0,912.2,1.048
Maharashtra,NASHIK,Maize,Kharif,15700.0,31.0,912.2,2.057
Maharashtra,NASHIK,Rice (Paddy),Kharif,45600.0,31.0,912.2,1.254
Maharashtra,NASHIK,Sugarcane,Kharif,23700.0,31.0,912.2,90.224
Maharashtra,NASHIK,Maize,Rabi,1700.0,19.5,96.6,1.471
Maharashtra,NASHIK,Wheat,Rabi,83900.0,19.5,96.6,1.337
Maharashtra,NASHIK,Maize,Summer,200.0,34.0,20.8,1.0
Maharashtra,NASHIK,Cotton,Kharif,5600.0,31.0,912.2,1.661
Maharashtra,NASHIK,Maize,Kharif,18100.0,31.0,912.2,1.431
Maharashtra,NASHIK,Rice (Paddy),Kharif,47800.0,31.0,912.2,1.197
Maharashtra,NASHIK,Maize,Rabi,2200.0,19.5,96.6,1.5
Maharashtra,NASHIK,Wheat,Rabi,85700.0,19.5,96.6,1.431
Maharashtra,NASHIK,Maize,Summer,200.0,34.0,20.8,1.0
Maharashtra,NASHIK,Sugarcane,Whole Year,23400.0,28.0,1029.6,83.923
Maharashtra,NASHIK,Cotton,Kharif,5700.0,31.0,912.2,1.0
Maharashtra,NASHIK,Maize,Kharif,20900.0,31.0,912.2,0.622
Maharashtra,NASHIK,Rice (Paddy),Kharif,45600.0,31.0,912.2,0.873
Maharashtra,NASHIK,Maize,Rabi,1700.0,19.5,96.6,1.059
Maharashtra,NASHIK,Wheat,Rabi,39400.0,19.5,96.6,1.129
Maharashtra,NASHIK,Sugarcane,Whole Year,25100.0,28.0,1029.6,91.016
Maharashtra,NASHIK,Cotton,Kharif,6200.0,31.0,912.2,0.629
Maharashtra,NASHIK,Maize,Kharif,27500.0,31.0,912.2,2.265
Maharashtra,NASHIK,Rice (Paddy),Kharif,46600.0,31.0,912.2,1.208
Maharashtra,NASHIK,Maize,Rabi,1400.0,19.5,96.6,1.857
Maharashtra,NASHIK,Wheat,Rabi,36800.0,19.5,96.6,1.329
Maharashtra,NASHIK,Sugarcane,Whole Year,23600.0,28.0,1029.6,78.258
Maharashtra,NASHIK,Cotton,Kharif,5400.0,31.0,912.2,1.241
Maharashtra,NASHIK,Maize,Kharif,32500.0,31.0,912.2,2.643
Maharashtra,NASHIK,Rice (Paddy),Kharif,49100.0,31.0,912.2,0.894
Maharashtra,NASHIK,Maize,Rabi,900.0,19.5,96.6,1.667
Maharashtra,NASHIK,Wheat,Rabi,35000.0,19.5,96.6,1.414
Maharashtra,NASHIK,Maize,Summer,100.0,34.0,20.8,1.0
Maharashtra,NASHIK,Sugarcane,Whole Year,23300.0,28.0,1029.6,70.944
Maharashtra,NASHIK,Cotton,Kharif,7200.0,31.0,912.2,0.653
Maharashtra,NASHIK,Maize,Kharif,36300.0,31.0,912.2,2.438
Maharashtra,NASHIK,Rice (Paddy),Kharif,50600.0,31.0,912.2,1.31
Maharashtra,NASHIK,Maize,Rabi,1100.0,19.5,96.6,1.909
Maharashtra,NASHIK,Wheat,Rabi,35500.0,19.5,96.6,1.163
Maharashtra,NASHIK,Sugarcane,Whole Year,20400.0,28.0,1029.6,56.833
Maharashtra,NASHIK,Maize,Kharif,39200.0,31.0,912.2,2.186
Maharashtra,NASHIK,Rice (Paddy),Kharif,50800.0,31.0,912.2,1.382
Maharashtra,NASHIK,Maize,Rabi,900.0,19.5,96.6,1.556
Maharashtra,NASHIK,Wheat,Rabi,55600.0,19.5,96.6,1.462
Maharashtra,NASHIK,Maize,Summer,200.0,34.0,20.8,2.0
Maharashtra,NASHIK,Cotton,Whole Year,14100.0,28.0,1029.6,1.418
Maharashtra,NASHIK,Sugarcane,Whole Year,12100.0,28.0,1029.6,55.612
Maharashtra,NASHIK,Cotton,Kharif,17400.0,31.0,912.2,1.989
Maharashtra,NASHIK,Rice (Paddy),Kharif,50300.0,31.0,912.2,1.167
Maharashtra,NASHIK,Sugarcane,Kharif,14300.0,31.0,912.2,51.014
Maharashtra,NASHIK,Wheat,Rabi,70600.0,19.5,96.6,1.652
Maharashtra,NASHIK,Cotton,Kharif,34300.0,31.0,912.2,1.429
Maharashtra,NASHIK,Maize,Kharif,88300.0,31.0,912.2,1.607
Maharashtra,NASHIK,Rice (Paddy),Kharif,49000.0,31.0,912.2,1.012
Maharashtra,NASHIK,Maize,Rabi,2200.0,19.5,96.6,1.773
Maharashtra,NASHIK,Wheat,Rabi,84100.0,19.5,96.6,1.637
Maharashtra,NASHIK,Maize,Summer,800.0,34.0,20.8,1.375
Maharashtra,NASHIK,Cotton,Kharif,393.0,31.0,912.2,1.936
Maharashtra,NASHIK,Maize,Kharif,997.0,31.0,912.2,2.9
Maharashtra,NASHIK,Rice (Paddy),Kharif,506.0,31.0,912.2,1.352
Maharashtra,NASHIK,Maize,Rabi,16.0,19.5,96.6,2.312
Maharashtra,NASHIK,Wheat,Rabi,790.0,19.5,96.6,1.886
Maharashtra,NASHIK,Maize,Summer,4.0,34.0,20.8,1.25
Maharashtra,NASHIK,Sugarcane,Whole Year,502.0,28.0,1029.6,85.783
Maharashtra,NASHIK,Cotton,Kharif,28000.0,31.0,912.2,1.296
Maharashtra,NASHIK,Maize,Kharif,101600.0,31.0,912.2,2.886
Maharashtra,NASHIK,Rice (Paddy),Kharif,51200.0,31.0,912.2,1.285
Maharashtra,NASHIK,Sugarcane,Kharif,38300.0,31.0,912.2,69.828
Maharashtra,NASHIK,Maize,Rabi,23.0,19.5,96.6,2.826
Maharashtra,NASHIK,Wheat,Rabi,71900.0,19.5,96.6,1.612
Maharashtra,NASHIK,Sugarcane,Whole Year,38300.0,28.0,1029.6,69.828
Maharashtra,NASHIK,Cotton,Kharif,46400.0,31.0,912.2,1.491
Maharashtra,NASHIK,Maize,Kharif,140900.0,31.0,912.2,2.26
Maharashtra,NASHIK,Rice (Paddy),Kharif,48100.0,31.0,912.2,0.391
Maharashtra,NASHIK,Sugarcane,Kharif,31100.0,31.0,912.2,72.929
Maharashtra,NASHIK,Maize,Rabi,2700.0,19.5,96.6,2.852
Maharashtra,NASHIK,Wheat,Rabi,73000.0,19.5,96.6,1.615
Maharashtra,NASHIK,Cotton,Kharif,50500.0,31.0,912.2,1.992
Maharashtra,NASHIK,Maize,Kharif,164100.0,31.0,912.2,3.264
Maharashtra,NASHIK,Rice (Paddy),Kharif,59100.0,31.0,912.2,0.406
Maharashtra,NASHIK,Sugarcane,Kharif,25700.0,31.0,912.2,77.401
Maharashtra,NASHIK,Maize,Rabi,3900.0,19.5,96.6,2.692
Maharashtra,NASHIK,Wheat,Rabi,75300.0,19.5,96.6,1.908
Maharashtra,NASHIK,Cotton,Kharif,47000.0,31.0,912.2,2.053
Maharashtra,NASHIK,Maize,Kharif,173800.0,31.0,912.2,3.188
Maharashtra,NASHIK,Rice (Paddy),Kharif,62900.0,31.0,912.2,1.237
Maharashtra,NASHIK,Maize,Rabi,1500.0,19.5,96.6,2.067
Maharashtra,NASHIK,Wheat,Rabi,52400.0,19.5,96.6,1.958
Maharashtra,NASHIK,Maize,Summer,700.0,34.0,20.8,1.286
Maharashtra,NASHIK,Sugarcane,Whole Year,24600.0,28.0,1029.6,75.659
Maharashtra,NASHIK,Cotton,Kharif,45700.0,31.0,912.2,1.678
Maharashtra,NASHIK,Maize,Kharif,168100.0,31.0,912.2,2.951
Maharashtra,NASHIK,Rice (Paddy),Kharif,67900.0,31.0,912.2,1.19
Maharashtra,NASHIK,Maize,Rabi,900.0,19.5,96.6,1.889
Maharashtra,NASHIK,Wheat,Rabi,32400.0,19.5,96.6,1.642
Maharashtra,NASHIK,Maize,Summer,100.0,34.0,20.8,1.0
Maharashtra,NASHIK,Sugarcane,Whole Year,24600.0,28.0,1029.6,75.768
Maharashtra,NASHIK,Cotton,Kharif,46000.0,31.0,912.2,2.191
Maharashtra,NASHIK,Maize,Kharif,144200.0,31.0,912.2,3.861
Maharashtra,NASHIK,Rice (Paddy),Kharif,72600.0,31.0,912.2,1.285
Maharashtra,NASHIK,Maize,Rabi,1700.0,19.5,96.6,3.412
Maharashtra,NASHIK,Wheat,Rabi,65900.0,19.5,96.6,1.698
Maharashtra,NASHIK,Maize,Summer,300.0,34.0,20.8,1.333
Maharashtra,NASHIK,Sugarcane,Whole Year,21000.0,28.0,1029.6,85.071
Maharashtra,NASHIK,Cotton,Kharif,46000.0,31.0,912.2,0.972
Maharashtra,NASHIK,Maize,Kharif,116900.0,31.0,912.2,2.643
Maharashtra,NASHIK,Rice (Paddy),Kharif,71200.0,31.0,912.2,1.218
Maharashtra,NASHIK,Maize,Rabi,2900.0,19.5,96.6,4.724
Maharashtra,NASHIK,Wheat,Rabi,72400.0,19.5,96.6,1.536
Maharashtra,NASHIK,Maize,Summer,200.0,34.0,20.8,1.0
Maharashtra,NASHIK,Sugarcane,Whole Year,16800.0,28.0,1029.6,82.393
Maharashtra,OSMANABAD,Maize,Kharif,8300.0,31.0,623.4,0.627
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,13900.0,31.0,623.4,0.281
Maharashtra,OSMANABAD,Wheat,Rabi,25400.0,19.5,118.2,0.358
Maharashtra,OSMANABAD,Maize,Summer,100.0,34.0,37.7,1.0
Maharashtra,OSMANABAD,Cotton,Kharif,4000.0,31.0,623.4,0.8
Maharashtra,OSMANABAD,Maize,Kharif,9100.0,31.0,623.4,0.407
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,14800.0,31.0,623.4,0.243
Maharashtra,OSMANABAD,Sugarcane,Kharif,16700.0,31.0,623.4,80.497
Maharashtra,OSMANABAD,Wheat,Rabi,42200.0,19.5,118.2,1.069
Maharashtra,OSMANABAD,Maize,Summer,100.0,34.0,37.7,1.0
Maharashtra,OSMANABAD,Cotton,Kharif,3000.0,31.0,623.4,0.667
Maharashtra,OSMANABAD,Maize,Kharif,10700.0,31.0,623.4,1.215
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,15200.0,31.0,623.4,0.559
Maharashtra,OSMANABAD,Wheat,Rabi,36200.0,19.5,118.2,0.793
Maharashtra,OSMANABAD,Maize,Summer,200.0,34.0,37.7,1.5
Maharashtra,OSMANABAD,Sugarcane,Whole Year,26600.0,28.0,779.3,69.906
Maharashtra,OSMANABAD,Cotton,Kharif,2600.0,31.0,623.4,0.423
Maharashtra,OSMANABAD,Maize,Kharif,12000.0,31.0,623.4,0.95
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,17200.0,31.0,623.4,0.488
Maharashtra,OSMANABAD,Maize,Rabi,200.0,19.5,118.2,1.5
Maharashtra,OSMANABAD,Wheat,Rabi,34500.0,19.5,118.2,0.991
Maharashtra,OSMANABAD,Sugarcane,Whole Year,25700.0,28.0,779.3,72.113
Maharashtra,OSMANABAD,Cotton,Kharif,2500.0,31.0,623.4,0.36
Maharashtra,OSMANABAD,Maize,Kharif,9000.0,31.0,623.4,0.578
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,15800.0,31.0,623.4,0.152
Maharashtra,OSMANABAD,Wheat,Rabi,27000.0,19.5,118.2,0.937
Maharashtra,OSMANABAD,Maize,Summer,200.0,34.0,37.7,1.5
Maharashtra,OSMANABAD,Sugarcane,Whole Year,27100.0,28.0,779.3,61.358
Maharashtra,OSMANABAD,Cotton,Kharif,1900.0,31.0,623.4,0.632
Maharashtra,OSMANABAD,Maize,Kharif,10900.0,31.0,623.4,0.651
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,16700.0,31.0,623.4,0.311
Maharashtra,OSMANABAD,Wheat,Rabi,25800.0,19.5,118.2,1.109
Maharashtra,OSMANABAD,Maize,Summer,100.0,34.0,37.7,1.0
Maharashtra,OSMANABAD,Sugarcane,Whole Year,24600.0,28.0,779.3,51.911
Maharashtra,OSMANABAD,Cotton,Kharif,1800.0,31.0,623.4,0.611
Maharashtra,OSMANABAD,Maize,Kharif,11400.0,31.0,623.4,0.342
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,18000.0,31.0,623.4,0.144
Maharashtra,OSMANABAD,Wheat,Rabi,21900.0,19.5,118.2,0.21
Maharashtra,OSMANABAD,Sugarcane,Whole Year,12400.0,28.0,779.3,27.702
Maharashtra,OSMANABAD,Maize,Kharif,12100.0,31.0,623.4,0.793
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,18500.0,31.0,623.4,0.362
Maharashtra,OSMANABAD,Maize,Rabi,900.0,19.5,118.2,1.333
Maharashtra,OSMANABAD,Wheat,Rabi,25700.0,19.5,118.2,0.774
Maharashtra,OSMANABAD,Maize,Summer,500.0,34.0,37.7,1.0
Maharashtra,OSMANABAD,Cotton,Whole Year,5700.0,28.0,779.3,0.93
Maharashtra,OSMANABAD,Sugarcane,Whole Year,4200.0,28.0,779.3,53.476
Maharashtra,OSMANABAD,Cotton,Kharif,4500.0,31.0,623.4,1.244
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,17000.0,31.0,623.4,0.376
Maharashtra,OSMANABAD,Sugarcane,Kharif,10900.0,31.0,623.4,66.367
Maharashtra,OSMANABAD,Wheat,Rabi,36300.0,19.5,118.2,1.014
Maharashtra,OSMANABAD,Cotton,Kharif,5100.0,31.0,623.4,0.961
Maharashtra,OSMANABAD,Maize,Kharif,12500.0,31.0,623.4,0.96
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,17500.0,31.0,623.4,0.383
Maharashtra,OSMANABAD,Maize,Rabi,1000.0,19.5,118.2,2.4
Maharashtra,OSMANABAD,Wheat,Rabi,38600.0,19.5,118.2,0.878
Maharashtra,OSMANABAD,Maize,Summer,1600.0,34.0,37.7,0.625
Maharashtra,OSMANABAD,Cotton,Kharif,38.0,31.0,623.4,1.474
Maharashtra,OSMANABAD,Maize,Kharif,136.0,31.0,623.4,0.816
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,166.0,31.0,623.4,0.416
Maharashtra,OSMANABAD,Maize,Rabi,9.0,19.5,118.2,2.667
Maharashtra,OSMANABAD,Wheat,Rabi,292.0,19.5,118.2,1.185
Maharashtra,OSMANABAD,Maize,Summer,5.0,34.0,37.7,1.2
Maharashtra,OSMANABAD,Sugarcane,Whole Year,538.0,28.0,779.3,66.656
Maharashtra,OSMANABAD,Cotton,Kharif,2400.0,31.0,623.4,1.125
Maharashtra,OSMANABAD,Maize,Kharif,12600.0,31.0,623.4,0.81
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,5000.0,31.0,623.4,0.36
Maharashtra,OSMANABAD,Sugarcane,Kharif,35700.0,31.0,623.4,65.952
Maharashtra,OSMANABAD,Maize,Rabi,18.0,19.5,118.2,1.833
Maharashtra,OSMANABAD,Wheat,Rabi,39800.0,19.5,118.2,1.068
Maharashtra,OSMANABAD,Sugarcane,Whole Year,35700.0,28.0,779.3,65.952
Maharashtra,OSMANABAD,Cotton,Kharif,4200.0,31.0,623.4,1.357
Maharashtra,OSMANABAD,Maize,Kharif,16200.0,31.0,623.4,1.167
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,6100.0,31.0,623.4,0.607
Maharashtra,OSMANABAD,Sugarcane,Kharif,38200.0,31.0,623.4,83.565
Maharashtra,OSMANABAD,Maize,Rabi,1800.0,19.5,118.2,0.444
Maharashtra,OSMANABAD,Wheat,Rabi,38600.0,19.5,118.2,1.018
Maharashtra,OSMANABAD,Cotton,Kharif,18200.0,31.0,623.4,2.126
Maharashtra,OSMANABAD,Maize,Kharif,15600.0,31.0,623.4,0.872
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,11200.0,31.0,623.4,0.304
Maharashtra,OSMANABAD,Sugarcane,Kharif,43200.0,31.0,623.4,73.5
Maharashtra,OSMANABAD,Maize,Rabi,1800.0,19.5,118.2,2.056
Maharashtra,OSMANABAD,Wheat,Rabi,41800.0,19.5,118.2,1.036
Maharashtra,OSMANABAD,Cotton,Kharif,20500.0,31.0,623.4,1.834
Maharashtra,OSMANABAD,Maize,Kharif,16200.0,31.0,623.4,1.093
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,10700.0,31.0,623.4,0.383
Maharashtra,OSMANABAD,Maize,Rabi,2100.0,19.5,118.2,2.571
Maharashtra,OSMANABAD,Wheat,Rabi,30300.0,19.5,118.2,1.238
Maharashtra,OSMANABAD,Maize,Summer,800.0,34.0,37.7,0.875
Maharashtra,OSMANABAD,Sugarcane,Whole Year,54500.0,28.0,779.3,67.213
Maharashtra,OSMANABAD,Cotton,Kharif,26000.0,31.0,623.4,1.169
Maharashtra,OSMANABAD,Maize,Kharif,18400.0,31.0,623.4,0.587
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,11500.0,31.0,623.4,0.243
Maharashtra,OSMANABAD,Maize,Rabi,2300.0,19.5,118.2,0.739
Maharashtra,OSMANABAD,Wheat,Rabi,24200.0,19.5,118.2,0.467
Maharashtra,OSMANABAD,Maize,Summer,700.0,34.0,37.7,0.857
Maharashtra,OSMANABAD,Sugarcane,Whole Year,52200.0,28.0,779.3,42.787
Maharashtra,OSMANABAD,Cotton,Kharif,29300.0,31.0,623.4,1.956
Maharashtra,OSMANABAD,Maize,Kharif,21200.0,31.0,623.4,1.085
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,13100.0,31.0,623.4,0.489
Maharashtra,OSMANABAD,Maize,Rabi,2500.0,19.5,118.2,2.64
Maharashtra,OSMANABAD,Wheat,Rabi,26700.0,19.5,118.2,1.543
Maharashtra,OSMANABAD,Maize,Summer,1300.0,34.0,37.7,0.769
Maharashtra,OSMANABAD,Sugarcane,Whole Year,68900.0,28.0,779.3,46.084
Maharashtra,OSMANABAD,Cotton,Kharif,29300.0,31.0,623.4,0.785
Maharashtra,OSMANABAD,Maize,Kharif,21200.0,31.0,623.4,0.377
Maharashtra,OSMANABAD,Rice (Paddy),Kharif,13100.0,31.0,623.4,0.191
Maharashtra,OSMANABAD,Maize,Rabi,2700.0,19.5,118.2,0.593
Maharashtra,OSMANABAD,Wheat,Rabi,24100.0,19.5,118.2,0.295
Maharashtra,OSMANABAD,Maize,Summer,1300.0,34.0,37.7,0.615
Maharashtra,OSMANABAD,Sugarcane,Whole Year,39800.0,28.0,779.3,40.005
Maharashtra,PALGHAR,Rice (Paddy),Kharif,74800.0,31.0,1135.8,2.517
Maharashtra,PARBHANI,Maize,Kharif,1200.0,31.0,757.2,0.75
Maharashtra,PARBHANI,Rice (Paddy),Kharif,22300.0,31.0,757.2,0.462
Maharashtra,PARBHANI,Maize,Rabi,300.0,19.5,110.0,1.667
Maharashtra,PARBHANI,Wheat,Rabi,38600.0,19.5,110.0,0.813
Maharashtra,PARBHANI,Maize,Summer,200.0,34.0,29.8,1.5
Maharashtra,PARBHANI,Cotton,Kharif,330000.0,31.0,757.2,0.854
Maharashtra,PARBHANI,Maize,Kharif,1300.0,31.0,757.2,1.846
Maharashtra,PARBHANI,Rice (Paddy),Kharif,22900.0,31.0,757.2,0.45
Maharashtra,PARBHANI,Sugarcane,Kharif,17300.0,31.0,757.2,75.983
Maharashtra,PARBHANI,Maize,Rabi,400.0,19.5,110.0,1.5
Maharashtra,PARBHANI,Wheat,Rabi,74400.0,19.5,110.0,1.383
Maharashtra,PARBHANI,Maize,Summer,300.0,34.0,29.8,1.333
Maharashtra,PARBHANI,Cotton,Kharif,219200.0,31.0,757.2,0.625
Maharashtra,PARBHANI,Maize,Kharif,1200.0,31.0,757.2,1.167
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9100.0,31.0,757.2,0.462
Maharashtra,PARBHANI,Maize,Rabi,100.0,19.5,110.0,1.0
Maharashtra,PARBHANI,Wheat,Rabi,41500.0,19.5,110.0,1.258
Maharashtra,PARBHANI,Maize,Summer,400.0,34.0,29.8,1.25
Maharashtra,PARBHANI,Sugarcane,Whole Year,12300.0,28.0,897.0,89.106
Maharashtra,PARBHANI,Cotton,Kharif,202400.0,31.0,757.2,0.447
Maharashtra,PARBHANI,Maize,Kharif,1400.0,31.0,757.2,0.929
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9600.0,31.0,757.2,0.344
Maharashtra,PARBHANI,Maize,Rabi,900.0,19.5,110.0,1.222
Maharashtra,PARBHANI,Wheat,Rabi,31900.0,19.5,110.0,1.298
Maharashtra,PARBHANI,Sugarcane,Whole Year,12900.0,28.0,897.0,65.86
Maharashtra,PARBHANI,Cotton,Kharif,203400.0,31.0,757.2,0.883
Maharashtra,PARBHANI,Maize,Kharif,1300.0,31.0,757.2,1.846
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9600.0,31.0,757.2,0.552
Maharashtra,PARBHANI,Maize,Rabi,500.0,19.5,110.0,1.8
Maharashtra,PARBHANI,Wheat,Rabi,32300.0,19.5,110.0,1.502
Maharashtra,PARBHANI,Maize,Summer,300.0,34.0,29.8,1.333
Maharashtra,PARBHANI,Sugarcane,Whole Year,12100.0,28.0,897.0,88.537
Maharashtra,PARBHANI,Cotton,Kharif,193500.0,31.0,757.2,1.007
Maharashtra,PARBHANI,Maize,Kharif,1300.0,31.0,757.2,0.692
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9400.0,31.0,757.2,0.5
Maharashtra,PARBHANI,Maize,Rabi,600.0,19.5,110.0,1.167
Maharashtra,PARBHANI,Wheat,Rabi,38000.0,19.5,110.0,1.411
Maharashtra,PARBHANI,Maize,Summer,200.0,34.0,29.8,1.5
Maharashtra,PARBHANI,Sugarcane,Whole Year,15800.0,28.0,897.0,57.089
Maharashtra,PARBHANI,Cotton,Kharif,184700.0,31.0,757.2,1.228
Maharashtra,PARBHANI,Maize,Kharif,1600.0,31.0,757.2,0.375
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9600.0,31.0,757.2,0.375
Maharashtra,PARBHANI,Maize,Rabi,500.0,19.5,110.0,1.8
Maharashtra,PARBHANI,Wheat,Rabi,39000.0,19.5,110.0,1.141
Maharashtra,PARBHANI,Sugarcane,Whole Year,13400.0,28.0,897.0,63.769
Maharashtra,PARBHANI,Maize,Kharif,1700.0,31.0,757.2,0.941
Maharashtra,PARBHANI,Rice (Paddy),Kharif,9900.0,31.0,757.2,0.313
Maharashtra,PARBHANI,Maize,Rabi,600.0,19.5,110.0,1.333
Maharashtra,PARBHANI,Wheat,Rabi,33900.0,19.5,110.0,0.82
Maharashtra,PARBHANI,Cotton,Whole Year,198000.0,28.0,897.0,0.872
Maharashtra,PARBHANI,Sugarcane,Whole Year,8900.0,28.0,897.0,55.798
