state,district,crop,season,area_ha,temperature_c,rainfall_mm,yield_tons_per_ha
Haryana,Ludhiana,Maize,Kharif,46.71430673088306,27.2,439.1,2.77
Haryana,Doraha,Sugarcane,Kharif,1.5177767316168542,29.1,1403.6,82.67
Punjab,Patiala,Cotton,Kharif,8.025407882343739,32.4,485.0,2.47
Punjab,Doraha,Maize,Kharif,36.830473101598066,29.0,425.0,3.19
Haryana,Ludhiana,Cotton,Kharif,41.26380120265117,30.8,476.6,1.93
Haryana,Amritsar,Cotton,Kharif,41.74120847802241,31.2,525.9,2.0
Haryana,Patiala,Cotton,Kharif,23.338581782577805,31.8,224.2,2.28
Punjab,Doraha,Wheat,Rabi,27.642610006678073,18.7,167.3,3.66
Punjab,Khanna,Cotton,Kharif,40.22009310293007,33.9,518.0,1.83
Haryana,Bathinda,Rice (Paddy),Kharif,11.158320988894328,30.2,616.7,4.2
Punjab,Doraha,Maize,Kharif,3.4605822811195397,30.6,705.2,3.34
Punjab,Jalandhar,Rice (Paddy),Kharif,2.4728572978979266,30.2,935.6,4.51
Haryana,Jalandhar,Wheat,Rabi,36.02730351340619,17.0,189.1,4.3
Punjab,Ludhiana,Wheat,Rabi,21.92076782932737,19.6,185.7,3.8
Punjab,Samrala,Wheat,Rabi,9.45025023597458,14.7,129.3,3.06
Punjab,Jalandhar,Wheat,Rabi,19.273646859763947,18.1,216.4,3.98
Haryana,Phagwara,Cotton,Kharif,11.43337157364746,30.3,386.9,1.94
Haryana,Bathinda,Rice (Paddy),Kharif,18.271751652305028,28.3,493.1,3.61
Haryana,Khanna,Wheat,Rabi,2.276722086958435,20.8,162.9,3.25
Haryana,Jalandhar,Rice (Paddy),Kharif,26.210606077997507,29.7,1042.7,4.76
Punjab,Ludhiana,Cotton,Kharif,1.8153337458955638,35.0,357.9,1.51
Haryana,Ludhiana,Wheat,Rabi,9.346250084123607,18.4,199.3,3.56
Punjab,Amritsar,Maize,Kharif,20.496011194299264,29.2,677.2,3.47
Punjab,Phagwara,Cotton,Kharif,39.03036865810553,28.7,524.1,1.83
Haryana,Malerkotla,Wheat,Rabi,37.26701713128669,21.8,146.7,2.97
Haryana,Khanna,Wheat,Rabi,36.90427050245383,19.2,166.7,3.99
Punjab,Patiala,Cotton,Kharif,37.82940699139587,33.1,559.6,2.02
Haryana,Patiala,Sugarcane,Kharif,21.787625019468397,28.2,1036.5,82.38
Haryana,Amritsar,Sugarcane,Kharif,9.921308067140188,26.8,941.3,64.44
Haryana,Phagwara,Cotton,Kharif,16.883565745146484,27.3,319.5,1.13
Punjab,Samrala,Wheat,Rabi,31.14818885683579,17.4,168.9,4.44
Haryana,Phagwara,Wheat,Rabi,30.476541372273115,21.1,196.0,2.74
Punjab,Doraha,Cotton,Kharif,30.242053200616272,31.0,496.1,2.39
Haryana,Phagwara,Wheat,Rabi,25.960691607017544,22.9,211.9,2.69
Punjab,Khanna,Sugarcane,Kharif,8.107120311790172,28.9,823.3,74.88
Punjab,Khanna,Rice (Paddy),Kharif,14.212172095617124,29.7,854.7,3.48
Haryana,Patiala,Maize,Kharif,45.3515598673651,28.7,414.1,3.23
Haryana,Bathinda,Rice (Paddy),Kharif,34.681443145665696,28.2,1020.4,4.89
Punjab,Jalandhar,Rice (Paddy),Kharif,25.171316628290278,32.3,907.4,3.76
Punjab,Khanna,Wheat,Rabi,41.11274461569416,19.9,167.4,4.26
Punjab,Ludhiana,Maize,Kharif,10.367968915768497,29.5,391.7,3.25
Haryana,Phagwara,Wheat,Rabi,40.94397838234489,16.2,131.9,3.49
Punjab,Khanna,Rice (Paddy),Kharif,25.548844993997587,31.8,684.5,3.72
Punjab,Jalandhar,Cotton,Kharif,37.9274721486336,32.6,503.8,2.18
Punjab,Khanna,Rice (Paddy),Kharif,19.600088547299553,29.2,764.3,4.19
Haryana,Amritsar,Sugarcane,Kharif,38.96144803180947,27.7,1013.2,63.84
Haryana,Doraha,Cotton,Kharif,26.88342840303296,30.8,402.3,1.63
Punjab,Patiala,Wheat,Rabi,9.755954662029353,18.8,178.0,4.02
Haryana,Phagwara,Wheat,Rabi,2.290596385679049,17.6,165.1,3.06
Punjab,Jalandhar,Rice (Paddy),Kharif,34.99257701165967,24.3,725.7,2.71
Haryana,Amritsar,Cotton,Kharif,23.105855075551446,31.9,480.0,2.14
Haryana,Doraha,Wheat,Rabi,46.89859612572905,16.7,101.7,3.57
Haryana,Doraha,Cotton,Kharif,25.590831967215916,30.5,443.9,1.81
Haryana,Jalandhar,Maize,Kharif,6.037904925321624,29.5,723.8,3.23
Haryana,Bathinda,Sugarcane,Kharif,44.719312137494704,28.0,583.2,76.62
Punjab,Samrala,Cotton,Kharif,5.199794578475913,32.2,419.6,1.79
Punjab,Ludhiana,Wheat,Rabi,32.11078816274453,17.6,165.1,3.88
Haryana,Doraha,Cotton,Kharif,24.559826675541533,29.3,379.1,1.96
Haryana,Bathinda,Wheat,Rabi,20.93981375714744,18.1,179.8,4.68
Haryana,Amritsar,Cotton,Kharif,42.085651837725386,33.2,355.0,1.87
Punjab,Bathinda,Wheat,Rabi,39.679427791497936,13.3,121.7,2.73
Punjab,Khanna,Sugarcane,Kharif,5.35372276850011,30.7,552.7,70.93
Punjab,Ludhiana,Rice (Paddy),Kharif,17.43333995909672,29.5,663.3,4.51
Haryana,Bathinda,Cotton,Kharif,38.75573868607387,32.9,382.4,1.9
Punjab,Patiala,Rice (Paddy),Kharif,35.52435276088677,30.3,671.6,4.27
Punjab,Malerkotla,Sugarcane,Kharif,39.414078565989875,28.4,1303.3,75.98
Punjab,Jalandhar,Wheat,Rabi,39.59245617662057,21.5,150.4,2.94
Punjab,Bathinda,Maize,Kharif,43.52183028283447,20.9,467.4,3.09
Haryana,Ludhiana,Rice (Paddy),Kharif,43.05074092922083,28.7,866.6,3.84
Haryana,Bathinda,Cotton,Kharif,39.05332562763771,33.1,507.6,1.95
Punjab,Amritsar,Wheat,Rabi,1.917784310960574,16.4,148.1,3.22
Punjab,Malerkotla,Sugarcane,Kharif,38.06770860589591,25.4,581.1,75.93
Haryana,Khanna,Sugarcane,Kharif,47.58341490354704,26.8,1018.5,57.21
Haryana,Phagwara,Cotton,Kharif,22.800102441206363,28.8,305.5,1.89
Punjab,Phagwara,Wheat,Rabi,23.157217121116734,15.4,148.2,3.28
Punjab,Bathinda,Wheat,Rabi,8.040145381383741,18.4,182.7,3.74
Haryana,Phagwara,Sugarcane,Kharif,15.817527471619908,28.7,1241.7,81.93
Haryana,Khanna,Cotton,Kharif,4.97267089121764,32.5,360.1,2.01
Punjab,Patiala,Rice (Paddy),Kharif,26.92899194682746,30.1,750.4,4.48
Punjab,Patiala,Cotton,Kharif,29.906235735416935,32.4,550.9,2.02
Punjab,Jalandhar,Wheat,Rabi,24.20648827323954,17.4,182.6,3.87
Haryana,Doraha,Rice (Paddy),Kharif,1.8680305659394936,30.4,1087.5,4.23
Punjab,Khanna,Sugarcane,Kharif,33.10033956502061,29.2,1059.5,73.7
Punjab,Bathinda,Sugarcane,Kharif,48.64590875421894,33.4,825.2,78.37
Punjab,Khanna,Wheat,Rabi,7.8856624848242065,20.5,145.6,2.95
Punjab,Malerkotla,Sugarcane,Kharif,13.795245616394935,27.1,889.0,76.6
Haryana,Amritsar,Maize,Kharif,37.347383213595464,27.1,641.9,3.06
Haryana,Ludhiana,Maize,Kharif,30.3493651798699,25.3,556.6,3.54
Punjab,Phagwara,Cotton,Kharif,34.2929194550133,32.6,584.7,2.36
Haryana,Khanna,Sugarcane,Kharif,18.37672762771281,27.0,1111.1,70.7
Haryana,Bathinda,Maize,Kharif,15.915323275047836,24.7,458.8,3.23
Punjab,Patiala,Wheat,Rabi,37.26259683711346,20.2,209.4,3.16
Haryana,Samrala,Sugarcane,Kharif,25.127361148545443,32.2,896.5,74.83
Punjab,Jalandhar,Wheat,Rabi,10.070327790964418,20.7,185.2,3.58
Haryana,Malerkotla,Sugarcane,Kharif,18.36861939449844,25.7,1025.0,72.32
Punjab,Patiala,Cotton,Kharif,6.4811373709698,30.4,445.4,1.86
Haryana,Phagwara,Maize,Kharif,48.58222577325762,24.0,758.0,3.58
Punjab,Doraha,Wheat,Rabi,14.033144429617153,17.9,121.1,3.92
Haryana,Doraha,Maize,Kharif,14.936595871285787,26.4,486.6,2.91
Punjab,Ludhiana,Cotton,Kharif,32.91720606824839,33.3,477.0,1.97
Punjab,Patiala,Wheat,Rabi,14.42701515271798,19.4,112.6,3.48
Punjab,Samrala,Sugarcane,Kharif,23.35814132904803,27.6,783.9,76.32
Haryana,Phagwara,Rice (Paddy),Kharif,22.03353785519601,25.2,993.2,4.44
Punjab,Samrala,Rice (Paddy),Kharif,12.158012387271373,28.2,1006.2,4.99
Haryana,Samrala,Rice (Paddy),Kharif,20.93037697237426,31.3,824.9,4.28
Haryana,Bathinda,Sugarcane,Kharif,20.97588338633973,30.9,814.5,65.23
Punjab,Doraha,Maize,Kharif,13.846406035339157,25.4,552.1,3.36
Punjab,Ludhiana,Sugarcane,Kharif,8.993853935166264,28.2,1133.3,77.5
Punjab,Malerkotla,Cotton,Kharif,31.202621281292874,32.1,519.5,2.26
Punjab,Amritsar,Wheat,Rabi,26.316364294295074,21.5,155.2,3.6
Punjab,Samrala,Sugarcane,Kharif,5.320823000801796,30.0,967.3,84.52
Haryana,Bathinda,Maize,Kharif,46.80822791836576,25.3,298.6,2.6
Haryana,Patiala,Sugarcane,Kharif,6.619799350894507,29.6,1082.8,70.24
Punjab,Phagwara,Wheat,Rabi,3.3966794386458643,18.9,103.3,3.85
Haryana,Doraha,Wheat,Rabi,7.364748488639016,17.2,156.7,4.01
Haryana,Bathinda,Sugarcane,Kharif,32.577094182216314,31.6,1195.5,87.52
Punjab,Jalandhar,Rice (Paddy),Kharif,40.47309918792291,31.0,984.6,4.58
Punjab,Ludhiana,Maize,Kharif,16.839092413256346,21.1,728.6,2.9
Haryana,Patiala,Rice (Paddy),Kharif,13.830676039012296,28.0,868.5,3.81
Punjab,Malerkotla,Rice (Paddy),Kharif,37.82455830647143,29.6,482.9,4.31
Haryana,Jalandhar,Maize,Kharif,10.151652397230434,23.3,168.4,2.8
Punjab,Malerkotla,Sugarcane,Kharif,1.8979822587147335,30.6,1154.5,82.42
Punjab,Malerkotla,Maize,Kharif,36.558900596822546,34.7,532.7,2.85
Haryana,Phagwara,Rice (Paddy),Kharif,14.338721241149008,30.3,784.9,4.39
Haryana,Samrala,Sugarcane,Kharif,49.5473456214296,28.1,914.1,68.62
Punjab,Ludhiana,Cotton,Kharif,17.161563641819086,28.5,340.6,1.65
Punjab,Doraha,Maize,Kharif,48.934181100560224,30.0,485.6,3.18
Punjab,Patiala,Cotton,Kharif,13.973909566736536,33.5,495.3,1.95
Haryana,Phagwara,Cotton,Kharif,25.126018651681164,30.8,509.1,2.15
Punjab,Doraha,Sugarcane,Kharif,42.61367269848268,29.0,974.9,71.84
Haryana,Phagwara,Cotton,Kharif,33.70253260347957,29.2,478.0,1.74
Haryana,Ludhiana,Wheat,Rabi,43.589960335045006,18.4,166.5,3.95
Haryana,Bathinda,Sugarcane,Kharif,38.592046105557884,32.3,683.1,69.06
Haryana,Bathinda,Cotton,Kharif,25.438825513457452,27.7,410.4,1.35
Haryana,Bathinda,Maize,Kharif,48.58416990987297,25.9,629.2,3.12
Haryana,Malerkotla,Sugarcane,Kharif,1.7930487776626682,29.9,447.1,60.27
Haryana,Amritsar,Cotton,Kharif,16.801084529460596,33.2,375.2,2.0
Punjab,Khanna,Sugarcane,Kharif,36.485429886053595,28.4,1171.4,72.75
Punjab,Malerkotla,Cotton,Kharif,30.811988175034504,26.9,497.0,1.43
Punjab,Amritsar,Wheat,Rabi,25.25953004966465,18.3,100.6,2.9
Punjab,Samrala,Rice (Paddy),Kharif,43.83932930298431,29.4,849.3,3.76
Haryana,Bathinda,Maize,Kharif,25.318557490373802,24.2,371.5,3.24
Haryana,Jalandhar,Maize,Kharif,45.48388701078043,29.1,543.8,3.53
Punjab,Phagwara,Maize,Kharif,34.13609379103016,28.0,443.4,3.09
Haryana,Patiala,Sugarcane,Kharif,15.347829900134435,25.9,977.8,77.44
Haryana,Khanna,Wheat,Rabi,14.542587920479074,15.5,221.8,3.98
Haryana,Khanna,Sugarcane,Kharif,2.8611288270495656,28.3,1004.6,66.97
Haryana,Phagwara,Maize,Kharif,19.031983410956705,24.8,506.7,2.9
Haryana,Malerkotla,Maize,Kharif,7.784238829193263,26.6,616.2,3.48
Haryana,Jalandhar,Cotton,Kharif,18.889158997836635,36.1,269.0,1.54
Haryana,Samrala,Rice (Paddy),Kharif,9.18074627951783,29.0,660.5,3.34
Haryana,Bathinda,Maize,Kharif,9.436214627758098,23.8,652.9,3.56
Punjab,Phagwara,Cotton,Kharif,12.180199384648638,33.8,339.8,1.9
Punjab,Malerkotla,Maize,Kharif,5.748513299212743,28.7,600.9,3.41
Haryana,Phagwara,Cotton,Kharif,6.8744076703762085,36.0,407.2,1.52
Punjab,Bathinda,Wheat,Rabi,21.012516667435936,15.5,117.7,3.34
Punjab,Khanna,Maize,Kharif,39.60382622108934,27.1,393.5,2.83
Punjab,Khanna,Maize,Kharif,38.871187965044534,30.4,549.7,3.39
Punjab,Jalandhar,Sugarcane,Kharif,12.973909073343133,27.3,921.4,80.42
Punjab,Patiala,Maize,Kharif,41.220757728363125,23.8,490.5,3.07
Haryana,Samrala,Maize,Kharif,45.282894248623435,25.1,553.6,2.87
Punjab,Khanna,Wheat,Rabi,21.56505125148026,20.0,169.8,3.67
Punjab,Khanna,Cotton,Kharif,15.081615847522851,30.9,257.7,1.93
Haryana,Samrala,Rice (Paddy),Kharif,3.7276411567537573,28.1,661.0,4.25
Punjab,Khanna,Sugarcane,Kharif,34.929828580835796,29.0,1105.6,75.05
Haryana,Malerkotla,Rice (Paddy),Kharif,39.17579904986533,27.6,782.9,3.28
Punjab,Ludhiana,Sugarcane,Kharif,38.63640535573787,27.5,953.6,79.03
Haryana,Ludhiana,Sugarcane,Kharif,46.6095750387962,29.3,1206.4,81.12
Punjab,Khanna,Sugarcane,Kharif,22.374229446908533,29.1,1052.2,69.24
Punjab,Malerkotla,Maize,Kharif,24.597326014908017,22.7,543.0,3.37
Punjab,Malerkotla,Maize,Kharif,6.56914248424058,23.3,362.5,2.99
Haryana,Doraha,Wheat,Rabi,7.629682238128911,18.9,190.2,3.78
Punjab,Doraha,Rice (Paddy),Kharif,33.4562095954162,29.2,801.6,4.22
Haryana,Bathinda,Wheat,Rabi,38.33988470606467,16.5,121.3,3.79
Punjab,Bathinda,Cotton,Kharif,35.11250222794502,34.7,286.5,1.97
Haryana,Samrala,Cotton,Kharif,29.000979721655856,30.8,402.7,2.05
Haryana,Jalandhar,Maize,Kharif,42.219493130041606,27.5,406.6,3.02
Punjab,Ludhiana,Rice (Paddy),Kharif,11.646660159589684,28.8,1004.3,4.1
Punjab,Ludhiana,Wheat,Rabi,5.173191168817262,19.0,137.4,3.46
Punjab,Malerkotla,Maize,Kharif,47.096589430805636,27.4,483.0,2.84
Punjab,Amritsar,Rice (Paddy),Kharif,30.730636825951002,33.6,742.3,4.06
Punjab,Jalandhar,Maize,Kharif,16.523451525117217,27.6,385.0,2.75
Punjab,Phagwara,Maize,Kharif,10.07190336705974,27.3,526.2,3.52
Haryana,Patiala,Cotton,Kharif,48.27813601965994,34.3,342.6,1.8
Haryana,Malerkotla,Cotton,Kharif,14.974591666952335,28.8,461.0,1.75
Haryana,Patiala,Wheat,Rabi,8.501156123229004,14.8,197.1,3.51
Haryana,Patiala,Rice (Paddy),Kharif,23.940868008477402,34.1,836.7,3.38
Punjab,Samrala,Cotton,Kharif,44.23120631190557,36.4,433.9,1.53
Haryana,Doraha,Maize,Kharif,49.48860080962785,28.4,491.2,3.26
Punjab,Phagwara,Cotton,Kharif,31.752729345271117,32.5,399.4,2.06
Haryana,Malerkotla,Maize,Kharif,12.622038615815937,26.7,611.2,3.67
Haryana,Samrala,Cotton,Kharif,20.691606266813196,31.7,367.3,2.26
Punjab,Patiala,Rice (Paddy),Kharif,16.35711872476162,31.3,958.7,4.13
Punjab,Patiala,Cotton,Kharif,41.09511083981993,34.1,342.9,1.76
Haryana,Phagwara,Rice (Paddy),Kharif,25.42686585968097,27.1,986.9,3.29
Haryana,Bathinda,Wheat,Rabi,44.21615896376156,17.2,93.7,3.72
Haryana,Jalandhar,Rice (Paddy),Kharif,49.71451579240498,29.4,852.5,4.51
Haryana,Bathinda,Cotton,Kharif,7.803240484851278,31.1,538.3,2.3
Punjab,Samrala,Wheat,Rabi,25.845133309898774,19.9,163.1,3.52
Haryana,Bathinda,Rice (Paddy),Kharif,34.92051409019933,33.5,812.4,4.15
Haryana,Bathinda,Sugarcane,Kharif,35.318871524021375,28.4,906.2,62.92
Haryana,Jalandhar,Cotton,Kharif,37.65791920543539,31.1,435.1,1.96
Haryana,Phagwara,Sugarcane,Kharif,16.93603972604221,30.9,785.8,73.7
Haryana,Patiala,Rice (Paddy),Kharif,16.93222486532636,29.4,502.1,3.84
Punjab,Ludhiana,Cotton,Kharif,28.92729110437229,29.4,496.5,2.15
Punjab,Bathinda,Cotton,Kharif,45.73628491511943,28.2,401.3,1.72
Haryana,Phagwara,Rice (Paddy),Kharif,48.018117300695096,31.2,864.7,4.01
Haryana,Phagwara,Sugarcane,Kharif,15.88921173544738,31.3,798.4,65.32
Haryana,Doraha,Maize,Kharif,41.531756626242625,28.2,543.1,2.57
Haryana,Patiala,Cotton,Kharif,2.4557069619908782,29.7,426.0,1.93
Punjab,Khanna,Maize,Kharif,47.86892856550251,30.8,565.1,3.2
Punjab,Jalandhar,Sugarcane,Kharif,47.2256062307428,23.1,1126.4,80.44
Haryana,Ludhiana,Sugarcane,Kharif,39.06625528896948,30.0,933.3,65.46
Punjab,Khanna,Sugarcane,Kharif,48.334592710252664,31.4,1182.9,74.91
Punjab,Bathinda,Rice (Paddy),Kharif,36.36126892472372,30.4,843.4,4.42
Punjab,Ludhiana,Maize,Kharif,1.0985519529263517,29.6,446.5,2.79
Punjab,Doraha,Cotton,Kharif,35.39529640415482,30.6,565.9,2.19
Punjab,Khanna,Sugarcane,Kharif,41.416977580534144,27.5,938.0,70.71
Punjab,Ludhiana,Sugarcane,Kharif,10.901454547341807,27.4,974.5,81.58
Haryana,Amritsar,Wheat,Rabi,46.480621014245514,17.8,150.5,4.1
Haryana,Khanna,Maize,Kharif,20.008818708264595,27.2,515.3,2.99
Punjab,Jalandhar,Sugarcane,Kharif,23.005788548642144,29.5,1218.2,73.53
Haryana,Ludhiana,Wheat,Rabi,15.451380558420318,18.3,212.0,4.39
Punjab,Ludhiana,Wheat,Rabi,17.266870655900423,16.8,173.3,3.45
Haryana,Bathinda,Cotton,Kharif,45.92160763067736,30.7,513.3,2.16
Punjab,Bathinda,Sugarcane,Kharif,17.358239873397768,29.5,1095.3,77.59
Haryana,Samrala,Rice (Paddy),Kharif,12.529590327039347,26.5,1096.8,4.39
Punjab,Doraha,Cotton,Kharif,29.45551844099748,30.3,535.6,1.89
Punjab,Doraha,Sugarcane,Kharif,21.936803698239057,30.8,1063.9,69.87
Punjab,Bathinda,Wheat,Rabi,31.39127257420305,19.8,205.7,3.8
Haryana,Khanna,Rice (Paddy),Kharif,21.755318521169645,29.6,837.2,3.16
Haryana,Phagwara,Maize,Kharif,23.532430399750144,29.4,540.7,3.2
Punjab,Jalandhar,Maize,Kharif,44.12375873530837,26.6,568.1,3.75
Haryana,Jalandhar,Maize,Kharif,31.87459862331517,29.7,601.8,3.47
Haryana,Patiala,Rice (Paddy),Kharif,39.89412500227993,32.1,654.6,3.86
Punjab,Amritsar,Rice (Paddy),Kharif,37.544087467517485,34.7,897.6,4.31
Punjab,Ludhiana,Sugarcane,Kharif,28.037069977299165,25.0,1263.0,87.93
Haryana,Phagwara,Wheat,Rabi,38.83532628501734,17.1,100.6,3.58
Haryana,Doraha,Wheat,Rabi,4.143735235206565,17.7,275.6,4.36
Haryana,Amritsar,Sugarcane,Kharif,38.304374952423004,27.7,752.4,83.51
Haryana,Ludhiana,Rice (Paddy),Kharif,6.700670938961204,31.5,879.1,3.57
Haryana,Khanna,Rice (Paddy),Kharif,49.993700475432554,29.8,813.3,4.84
Punjab,Doraha,Maize,Kharif,22.36150837132099,26.1,574.5,3.63
Haryana,Phagwara,Sugarcane,Kharif,37.234695695445055,28.8,1096.7,74.27
Punjab,Bathinda,Maize,Kharif,25.478553245871534,24.7,584.1,3.3
Haryana,Jalandhar,Wheat,Rabi,45.71883625744741,17.6,161.0,3.56
Haryana,Khanna,Cotton,Kharif,46.28795278284575,31.6,459.9,2.1
Haryana,Khanna,Maize,Kharif,29.664704947700944,23.7,823.8,3.37
Punjab,Samrala,Wheat,Rabi,20.0529893353226,18.7,111.6,3.36
Haryana,Bathinda,Maize,Kharif,2.1870672582271675,22.7,564.3,3.77
Punjab,Samrala,Cotton,Kharif,34.57289883009512,30.4,358.8,2.03
Haryana,Khanna,Wheat,Rabi,14.766443464185333,17.7,142.3,3.82
Punjab,Bathinda,Cotton,Kharif,21.04133802617663,31.9,364.0,2.16
Haryana,Bathinda,Cotton,Kharif,42.51977396265009,35.0,544.7,1.93
Punjab,Ludhiana,Sugarcane,Kharif,38.24231309208789,31.4,1185.0,80.97
Haryana,Patiala,Maize,Kharif,49.29738691538341,24.0,613.5,3.11
Haryana,Bathinda,Cotton,Kharif,29.688031422121572,29.7,581.1,2.09
Punjab,Malerkotla,Cotton,Kharif,33.48841514173938,35.2,325.2,1.67
Punjab,Samrala,Maize,Kharif,20.632095086878554,31.0,409.4,3.09
Haryana,Bathinda,Rice (Paddy),Kharif,10.892906750511603,25.8,723.9,3.42
Punjab,Bathinda,Maize,Kharif,48.54151805897301,28.4,695.3,3.12
Haryana,Khanna,Maize,Kharif,22.94915855283692,27.2,411.8,3.15
Punjab,Amritsar,Cotton,Kharif,21.116113396337962,30.1,590.8,1.96
Haryana,Ludhiana,Sugarcane,Kharif,32.579423273014285,28.1,1055.2,82.88
Haryana,Jalandhar,Wheat,Rabi,23.716611792253445,19.7,152.3,3.91
Haryana,Phagwara,Rice (Paddy),Kharif,2.7996812563898623,29.8,871.2,4.29
Haryana,Bathinda,Maize,Kharif,13.98405787292727,27.4,540.3,2.98
Haryana,Khanna,Cotton,Kharif,30.25603902620148,28.4,278.9,1.57
Haryana,Khanna,Cotton,Kharif,9.707339924687114,35.0,396.5,1.84
Punjab,Amritsar,Wheat,Rabi,14.52316864988835,19.1,201.1,3.99
Punjab,Ludhiana,Wheat,Rabi,41.60914561342363,13.4,120.7,3.01
Haryana,Amritsar,Maize,Kharif,47.13555626530036,22.6,386.5,3.06
Haryana,Doraha,Rice (Paddy),Kharif,19.784665437616813,31.3,825.0,4.09
Punjab,Patiala,Maize,Kharif,26.616500919519442,26.0,546.3,3.06
Punjab,Amritsar,Cotton,Kharif,10.027227383327213,31.5,417.6,2.19
Haryana,Ludhiana,Rice (Paddy),Kharif,6.995876609535189,29.1,612.3,3.73
Haryana,Jalandhar,Rice (Paddy),Kharif,47.53822994092988,30.7,867.7,4.11
Punjab,Bathinda,Sugarcane,Kharif,34.743341323831736,30.9,687.6,68.39
Punjab,Khanna,Wheat,Rabi,30.81175815348046,19.1,175.3,3.39
Haryana,Jalandhar,Maize,Kharif,28.52150351020598,28.4,537.3,3.43
Punjab,Phagwara,Wheat,Rabi,9.683481505185606,19.1,148.1,4.21
Punjab,Patiala,Cotton,Kharif,38.34783787337804,30.7,491.3,2.07
Haryana,Jalandhar,Maize,Kharif,23.02710945328005,27.1,368.6,2.98
Haryana,Malerkotla,Wheat,Rabi,20.881940961644627,18.0,185.7,3.49
Haryana,Amritsar,Cotton,Kharif,36.9277589094891,32.8,517.1,2.3
Haryana,Jalandhar,Rice (Paddy),Kharif,1.8639390377672105,30.3,742.8,4.24
Punjab,Bathinda,Maize,Kharif,16.991703123006232,28.3,414.0,3.16
Haryana,Malerkotla,Maize,Kharif,2.859573826783193,31.0,414.0,3.19
Punjab,Malerkotla,Maize,Kharif,9.494538580357752,29.1,643.7,3.31
Punjab,Jalandhar,Maize,Kharif,41.90885080718065,22.5,499.6,2.44
Punjab,Amritsar,Cotton,Kharif,21.408030206084426,31.2,413.0,1.75
Punjab,Patiala,Cotton,Kharif,12.622523205562839,30.7,536.1,2.21
Punjab,Amritsar,Sugarcane,Kharif,47.61887026979776,25.9,1044.7,72.05
Haryana,Bathinda,Rice (Paddy),Kharif,49.86032254815017,26.3,896.9,4.37
Punjab,Phagwara,Cotton,Kharif,8.868756665433166,31.1,616.9,2.09
Haryana,Doraha,Sugarcane,Kharif,3.7247191951527303,24.9,1013.4,74.75
Punjab,Phagwara,Maize,Kharif,11.993012132216462,25.8,582.6,3.2
Punjab,Samrala,Rice (Paddy),Kharif,43.11690243453976,30.7,463.9,4.0
Punjab,Khanna,Maize,Kharif,19.61559788358821,35.0,433.9,2.84
Haryana,Samrala,Maize,Kharif,32.85801309336454,21.6,618.8,3.12
Haryana,Bathinda,Sugarcane,Kharif,45.87829318248389,26.9,1239.3,80.91
Haryana,Bathinda,Maize,Kharif,5.319577568362657,29.0,583.8,2.76
Punjab,Amritsar,Cotton,Kharif,17.644140588737773,34.1,377.3,2.14
Punjab,Samrala,Cotton,Kharif,19.857735120440147,28.7,357.5,1.83
Haryana,Khanna,Cotton,Kharif,37.71023743273866,26.1,490.9,0.87
Haryana,Phagwara,Rice (Paddy),Kharif,44.68709077089844,33.4,471.9,3.69
Punjab,Malerkotla,Wheat,Rabi,20.65709285602432,15.6,177.1,3.48
Punjab,Ludhiana,Sugarcane,Kharif,26.76523175738288,30.5,680.4,57.6
Punjab,Patiala,Wheat,Rabi,44.947085461967184,18.4,170.8,4.15
Punjab,Patiala,Wheat,Rabi,39.45100710092351,13.9,154.3,2.69
Haryana,Jalandhar,Rice (Paddy),Kharif,5.203763324839789,26.7,686.8,3.72
Punjab,Phagwara,Cotton,Kharif,29.474317563226762,29.6,460.0,2.19
Haryana,Samrala,Cotton,Kharif,26.567453569029418,31.8,226.6,2.08
Punjab,Doraha,Maize,Kharif,34.42647593356605,25.9,623.4,3.21
Haryana,Samrala,Wheat,Rabi,34.42205245121138,18.7,192.0,4.05
Punjab,Jalandhar,Wheat,Rabi,18.0582487051355,17.2,136.2,3.47
Punjab,Bathinda,Maize,Kharif,40.248383026277615,29.6,454.6,3.11
Haryana,Patiala,Sugarcane,Kharif,10.374949631832383,23.2,827.3,70.41
Punjab,Amritsar,Rice (Paddy),Kharif,28.473569012583745,25.9,670.5,3.8
Haryana,Doraha,Maize,Kharif,31.013471932486596,26.3,466.1,2.82
Haryana,Khanna,Wheat,Rabi,43.70420023835413,18.3,156.8,3.29
Haryana,Amritsar,Rice (Paddy),Kharif,34.437901935810565,27.0,853.8,4.1
Haryana,Doraha,Sugarcane,Kharif,2.2484922452390212,29.9,803.0,71.96
Punjab,Ludhiana,Maize,Kharif,28.042117163813316,29.5,434.2,2.92
Haryana,Jalandhar,Sugarcane,Kharif,4.420821851568512,25.9,815.6,71.92
Punjab,Jalandhar,Sugarcane,Kharif,6.598035908806896,29.3,1150.7,69.15
Haryana,Amritsar,Cotton,Kharif,22.0504692942147,32.0,440.3,2.07
Haryana,Khanna,Maize,Kharif,22.592030659444625,27.3,622.1,3.27
Punjab,Amritsar,Rice (Paddy),Kharif,6.814136390760107,33.2,788.1,3.66
Haryana,Phagwara,Wheat,Rabi,48.51871594759703,19.3,133.5,3.41
Haryana,Patiala,Cotton,Kharif,33.624467562577856,32.2,373.1,1.86
Haryana,Samrala,Maize,Kharif,5.348317159730591,26.0,420.5,3.27
Punjab,Samrala,Cotton,Kharif,16.634417988565602,32.9,385.7,1.99
